Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
F1 2014,PC,2014.0,Racing,0.1,61.0,4.8,E,2
Harvest Moon: Frantic Farming,DS,2009.0,Puzzle,0.1,72.0,6.8,E,0
Blue Dragon: Awakened Shadow,DS,2009.0,Role-Playing,0.1,63.0,6.6,E10+,0
Shining Force EXA,PS2,2007.0,Role-Playing,0.1,64.0,7.3,E10+,0
Digimon World DS,DS,2006.0,Role-Playing,0.1,71.0,7.6,E10+,0
MySims SkyHeroes,X360,2010.0,Action,0.1,56.0,5.5,E10+,2
Guilty Gear Isuka,PS2,2004.0,Fighting,0.1,73.0,7.5,T,3
Tornado Outbreak,Wii,2009.0,Action,0.1,71.0,8.2,E10+,3
Shovel Knight,WiiU,2015.0,Platform,0.1,88.0,8.3,E,1
Operation Abyss: New Tokyo Legacy,PSV,2014.0,Role-Playing,0.1,66.0,7.3,M,1
MotoGP 2,XB,2003.0,Racing,0.1,87.0,8.5,E,1
Heatseeker,Wii,2007.0,Action,0.1,62.0,6.2,T,3
Ar tonelico: Melody of Elemia,PS2,2006.0,Role-Playing,0.1,71.0,7.7,T,0
Castlevania Double Pack,GBA,2006.0,Platform,0.1,86.0,8.4,T,0
Samurai Warriors 4: Empires,PS4,2015.0,Action,0.1,71.0,6.5,T,3
Steel Battalion,XB,2002.0,Simulation,0.1,83.0,8.5,T,1
Power Stone Collection,PSP,2006.0,Action,0.1,74.0,6.8,T,3
Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,0.1,58.0,5.9,E10+,2
"Blast Works: Build, Trade, Destroy",Wii,2008.0,Shooter,0.1,78.0,7.7,E,1
SNK vs. Capcom Card Fighters DS,DS,2006.0,Strategy,0.1,48.0,4.8,T,2
Medieval II: Total War,PC,2006.0,Strategy,0.1,88.0,8.9,T,0
Darkest of Days,X360,2009.0,Shooter,0.1,44.0,4.8,M,2
Skylanders Imaginators,XOne,2016.0,Platform,0.1,78.0,6.0,E10+,1
Minority Report: Everybody Runs,XB,2002.0,Action,0.1,54.0,5.0,T,2
NASCAR,PSP,2006.0,Racing,0.1,66.0,5.3,E,2
One Piece: Burning Blood,PSV,2016.0,Fighting,0.1,62.0,7.8,T,3
Rio,X360,2011.0,Misc,0.09,60.0,7.0,E10+,1
Playboy: The Mansion,XB,2005.0,Simulation,0.09,61.0,4.1,M,2
Disney's Aladdin in Nasira's Revenge,PS,2000.0,Action,0.09,61.0,8.3,E,0
Barnyard,PS2,2006.0,Action,0.09,62.0,8.7,E10+,3
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,0.09,80.0,6.2,T,3
MindJack,X360,2011.0,Shooter,0.09,43.0,1.2,M,2
Pac-Man World 3,GC,2005.0,Platform,0.09,66.0,7.3,E,0
Glory Days 2,DS,2007.0,Strategy,0.09,73.0,7.3,E10+,0
Brain Age: Concentration Training,3DS,2012.0,Puzzle,0.09,71.0,7.9,E,0
Crash 'N' Burn,XB,2004.0,Racing,0.09,65.0,6.4,T,1
Pac-Man and the Ghostly Adventures 2,PS3,2014.0,Adventure,0.09,59.0,6.3,E10+,2
Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,0.09,79.0,8.3,M,3
Speed Kings,PS2,2003.0,Racing,0.09,61.0,7.8,E,0
Dungeons,PC,2011.0,Strategy,0.09,65.0,4.6,M,2
Little League World Series Baseball 2008,Wii,2008.0,Sports,0.09,70.0,8.0,E,1
Winter Stars,X360,2011.0,Sports,0.09,46.0,6.5,E,2
Bladestorm: The Hundred Years' War,X360,2007.0,Action,0.09,63.0,6.8,T,3
Burnout Paradise: The Ultimate Box,PC,2009.0,Racing,0.09,87.0,7.5,E10+,0
Forever Kingdom,PS2,2001.0,Role-Playing,0.09,64.0,7.8,T,0
Altered Beast: Guardian of the Realms,GBA,2002.0,Action,0.09,63.0,4.8,T,2
The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,0.09,68.0,7.7,T,3
Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,0.09,38.0,3.5,T,2
Age of Empires II: The Age of Kings,PC,1999.0,Strategy,0.09,92.0,9.0,T,0
Family Party: 30 Great Games,Wii,2008.0,Misc,0.09,42.0,1.0,E10+,2
Shining Tears,PS2,2004.0,Role-Playing,0.09,61.0,6.5,T,0
MotoGP,XB,2002.0,Racing,0.09,84.0,8.4,E,1
Scaler,PS2,2004.0,Platform,0.09,70.0,8.6,E,0
Halo 2,PC,2007.0,Shooter,0.09,72.0,5.6,M,0
Gradius V,PS2,2004.0,Shooter,0.09,82.0,8.5,T,0
Medal of Honor: Vanguard,Wii,2007.0,Shooter,0.09,56.0,7.0,T,1
Beaterator,PSP,2009.0,Misc,0.09,80.0,7.8,E,1
Arcania: Gothic 4,X360,2010.0,Role-Playing,0.09,64.0,5.2,T,2
Psychonauts,PS2,2005.0,Platform,0.09,86.0,8.7,T,3
Code Lyoko: Quest for Infinity,Wii,2007.0,Action,0.09,58.0,8.5,E10+,3
Digimon Rumble Arena 2,PS2,2004.0,Fighting,0.09,63.0,7.3,T,3
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,0.09,44.0,5.5,T,2
Ribbit King,PS2,2003.0,Sports,0.09,58.0,6.5,E,0
Alien Hominid,GC,2004.0,Shooter,0.09,78.0,8.5,T,0
Rygar: The Battle of Argus,Wii,2008.0,Action,0.09,52.0,7.0,T,3
Ninja Gaiden Black,XB,2005.0,Action,0.09,94.0,8.7,M,3
Touch Detective,DS,2006.0,Adventure,0.09,60.0,6.8,E10+,0
Trivial Pursuit unhinged,XB,2004.0,Misc,0.09,58.0,8.0,T,3
NCAA March Madness 08,PS3,2007.0,Sports,0.09,67.0,3.8,E,2
InuYasha: Secret of the Divine Jewel,DS,2007.0,Role-Playing,0.09,46.0,7.6,E10+,0
Bloody Roar 4,PS2,2003.0,Fighting,0.09,59.0,8.6,M,0
Atari Classics Evolved,PSP,2007.0,Misc,0.09,64.0,6.0,E,2
I-Ninja,GC,2003.0,Platform,0.09,77.0,7.6,T,0
Steins;Gate 0,PSV,2015.0,Adventure,0.09,86.0,9.3,M,3
Football Manager 2017,PC,2016.0,Simulation,0.09,81.0,4.3,E,1
Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,0.09,73.0,8.3,T,0
Army Corps of Hell,PSV,2011.0,Action,0.09,57.0,6.6,M,3
Shrek SuperSlam,XB,2005.0,Action,0.09,71.0,9.3,E10+,3
Ultimate Mortal Kombat,DS,2007.0,Fighting,0.09,73.0,8.6,M,0
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005.0,Shooter,0.09,71.0,9.0,M,0
Metal Slug X,PS,2001.0,Shooter,0.09,85.0,8.8,T,0
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,0.09,71.0,8.5,T,0
Prinny: Can I Really Be the Hero?,PSP,2008.0,Platform,0.09,72.0,7.0,T,3
GripShift,PSP,2005.0,Racing,0.09,70.0,8.7,E,0
Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,0.09,45.0,8.1,T,0
Beowulf: The Game,PSP,2007.0,Action,0.09,44.0,5.4,M,2
Skies of Arcadia,DC,2000.0,Role-Playing,0.09,93.0,9.4,T,0
NASCAR: Dirt to Daytona,GC,2002.0,Racing,0.09,85.0,7.3,E,0
Road Trip,PS2,2002.0,Racing,0.09,80.0,9.0,E,0
Jimmie Johnson's Anything With an Engine,X360,2011.0,Racing,0.09,65.0,8.8,E10+,1
echochrome,PSP,2008.0,Puzzle,0.09,79.0,7.7,E,1
Project Eden,PS2,2001.0,Action,0.09,71.0,7.8,T,3
Riviera: The Promised Land,PSP,2006.0,Role-Playing,0.09,68.0,7.7,T,3
Digimon All-Star Rumble,PS3,2014.0,Fighting,0.09,49.0,5.8,E10+,2
Driver: Renegade,3DS,2011.0,Racing,0.09,48.0,5.0,M,2
Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,0.09,43.0,4.5,M,2
Castlevania: Lords of Shadow 2,X360,2014.0,Action,0.09,70.0,7.8,M,3
Ghosthunter,PS2,2003.0,Action,0.09,69.0,8.7,T,3
Shadow of Destiny,PSP,2009.0,Adventure,0.09,54.0,8.2,T,3
Mimana Iyar Chronicle,PSP,2009.0,Role-Playing,0.09,45.0,5.8,T,2
Michael Jackson: The Experience,PSV,2011.0,Misc,0.09,57.0,5.8,E10+,2
Def Jam Fight For NY: The Takeover,PSP,2006.0,Action,0.09,79.0,8.2,M,3
Tom Clancy's EndWar,DS,2008.0,Strategy,0.09,69.0,5.8,T,0
JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,0.09,45.0,4.5,T,2
Astro Boy: Omega Factor,GBA,2003.0,Action,0.09,85.0,8.6,E,0
Disgaea Infinite,PSP,2010.0,Adventure,0.09,64.0,4.4,T,2
Phantom Brave: The Hermuda Triangle,PSP,2010.0,Role-Playing,0.09,65.0,7.3,T,3
Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,0.09,58.0,7.3,T,0
Lock's Quest,DS,2008.0,Strategy,0.09,80.0,8.7,E,0
Rugby 2005,PS2,2005.0,Sports,0.09,71.0,8.6,E,0
Pokemon Rumble World,3DS,2015.0,Action,0.09,58.0,6.4,E10+,2
Spectral Force Genesis,DS,2008.0,Role-Playing,0.09,46.0,7.0,T,2
Last Rebellion,PS3,2010.0,Role-Playing,0.09,44.0,4.6,T,2
DriveClub VR,PS4,2016.0,Racing,0.09,67.0,7.4,E,1
Quantum Theory,X360,2010.0,Shooter,0.09,37.0,3.6,M,2
Tornado Outbreak,PS3,2009.0,Action,0.09,69.0,7.6,E10+,3
Justice League Heroes,DS,2006.0,Role-Playing,0.09,43.0,5.7,E10+,2
Space Invaders Extreme,PSP,2008.0,Shooter,0.09,84.0,6.8,E,1
Mystic Heroes,GC,2002.0,Action,0.09,67.0,8.5,T,3
Zoids Assault,X360,2007.0,Strategy,0.09,46.0,7.3,T,1
Arslan: The Warriors of Legend,PS4,2015.0,Action,0.09,69.0,6.6,T,3
Freestyle Metal X,PS2,2003.0,Racing,0.09,67.0,8.3,T,0
Dark Angel: Vampire Apocalypse,PS2,2001.0,Role-Playing,0.09,53.0,5.6,T,2
Damnation,PS3,2009.0,Shooter,0.09,36.0,2.8,M,2
Supreme Commander,X360,2008.0,Strategy,0.09,56.0,5.7,E10+,1
Transworld Snowboarding,XB,2002.0,Sports,0.09,74.0,9.2,T,1
World Soccer Winning Eleven 8 International,XB,2004.0,Sports,0.09,90.0,8.4,E,1
Sniper Elite,XB,2005.0,Shooter,0.09,77.0,8.5,M,1
Mahjong Cub3D,3DS,2011.0,Puzzle,0.09,67.0,5.3,E,2
Test Drive: Eve of Destruction,XB,2004.0,Racing,0.09,72.0,8.7,T,3
Blazblue: Continuum Shift Extend,PS3,2011.0,Fighting,0.09,73.0,7.5,T,3
Crimson Sea,XB,2002.0,Action,0.09,78.0,8.2,T,3
Red Bull BC One,DS,2008.0,Misc,0.09,48.0,5.3,E,2
The Weakest Link,PS,2001.0,Misc,0.09,63.0,7.2,E,0
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,0.09,63.0,6.3,T,3
Wolfenstein: The Old Blood,PC,2015.0,Action,0.09,76.0,7.6,M,3
GRID Autosport,X360,2014.0,Racing,0.09,75.0,6.0,E,1
Ikaruga,GC,2003.0,Shooter,0.09,85.0,8.5,E,0
The Suffering: Ties That Bind,XB,2005.0,Action,0.09,76.0,9.1,M,3
Nobunaga's Ambition: Iron Triangle,PS2,2006.0,Strategy,0.09,76.0,8.0,E10+,0
The Mummy: Tomb of the Dragon Emperor,Wii,2008.0,Action,0.09,39.0,6.4,T,2
Knights in the Nightmare,PSP,2010.0,Role-Playing,0.09,75.0,7.7,T,3
Terraria,3DS,2016.0,Action,0.09,71.0,7.1,T,3
Digimon World 4,GC,2005.0,Role-Playing,0.09,55.0,8.1,E,0
Spectral Force 3,X360,2006.0,Role-Playing,0.09,59.0,7.5,T,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005.0,Action,0.09,68.0,8.0,E10+,0
The Ant Bully,Wii,2006.0,Platform,0.09,45.0,1.4,E10+,2
Risen 3: Titan Lords,PC,2014.0,Role-Playing,0.09,65.0,5.7,M,2
Battle Fantasia,X360,2008.0,Fighting,0.09,71.0,6.6,T,3
Karaoke Revolution,XB,2004.0,Misc,0.09,80.0,8.5,E,1
Fire Pro Wrestling Returns,PS2,2005.0,Sports,0.09,78.0,8.5,T,0
Obscure: The Aftermath,PSP,2009.0,Action,0.09,66.0,8.2,M,3
Jimmy Neutron: Boy Genius,GC,2002.0,Platform,0.09,42.0,5.1,E,2
Henry Hatsworth in the Puzzling Adventure,DS,2009.0,Puzzle,0.09,82.0,8.0,E,0
Rollcage Stage II,PS,2000.0,Racing,0.09,85.0,8.9,E,0
Samurai Warriors 2: Xtreme Legends,PS2,2007.0,Action,0.09,50.0,8.0,T,3
Spider-Man: Edge of Time,Wii,2011.0,Action,0.09,62.0,5.2,T,3
Jumper: Griffin's Story,Wii,2008.0,Action,0.09,28.0,2.5,T,2
Forgotten Realms: Demon Stone,XB,2004.0,Action,0.09,72.0,6.5,T,3
Rock Band 3,DS,2010.0,Misc,0.09,79.0,5.5,E10+,0
LEGO Star Wars II: The Original Trilogy,GBA,2006.0,Action,0.09,55.0,7.0,E,2
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005.0,Adventure,0.09,65.0,7.3,E10+,3
Top Gear Rally,GBA,2003.0,Racing,0.09,78.0,7.6,E,0
Red Faction: Armageddon,PC,2011.0,Shooter,0.09,75.0,6.7,M,1
BIT.TRIP COMPLETE,Wii,2011.0,Misc,0.09,84.0,8.7,E,1
Rugby 15,XOne,2015.0,Sports,0.09,20.0,3.1,E,2
XIII,GC,2003.0,Shooter,0.09,73.0,7.7,M,0
Data East Arcade Classics,Wii,2010.0,Misc,0.09,56.0,8.2,T,3
Wizardry: Tale of the Forsaken Land,PS2,2001.0,Role-Playing,0.09,70.0,7.5,T,0
ShellShock 2: Blood Trails,X360,2009.0,Shooter,0.09,30.0,5.9,M,2
F.E.A.R. Files,X360,2007.0,Shooter,0.09,66.0,7.1,M,1
The Smurfs 2,WiiU,2013.0,Platform,0.09,42.0,5.6,E,2
Lara Croft and the Temple of Osiris,PS4,2014.0,Action,0.09,74.0,6.7,T,3
The Sims 2: Apartment Life,PC,2008.0,Simulation,0.09,75.0,7.7,T,0
Killer7,PS2,2005.0,Action,0.09,70.0,8.1,M,3
Age of Mythology,PC,2002.0,Strategy,0.09,89.0,8.9,T,0
Astro Boy,PS2,2004.0,Action,0.09,54.0,6.9,E,2
Puss in Boots,PS3,2011.0,Action,0.09,70.0,7.0,E10+,3
Monster House,GBA,2006.0,Adventure,0.09,69.0,9.0,E,0
Cloudy With a Chance of Meatballs,X360,2009.0,Platform,0.09,62.0,6.5,E,1
MetropolisMania,PS2,2001.0,Strategy,0.09,63.0,7.1,T,0
NCAA Football 08,XB,2007.0,Sports,0.08,82.0,8.1,E,1
Ephemeral Fantasia,PS2,2000.0,Role-Playing,0.08,48.0,6.3,T,2
1 vs. 100,DS,2008.0,Misc,0.08,38.0,3.2,E,2
Counter-Strike: Source,PC,2004.0,Shooter,0.08,88.0,8.9,M,0
Gray Matter,PC,2011.0,Adventure,0.08,72.0,7.7,T,3
America's Army: True Soldiers,X360,2007.0,Shooter,0.08,43.0,6.7,T,2
Raiden Fighters Aces,X360,2008.0,Shooter,0.08,73.0,7.5,E10+,1
NASCAR The Game: Inside Line,PS3,2012.0,Racing,0.08,76.0,4.5,E,2
Star Wars: Empire at War,PC,2006.0,Strategy,0.08,79.0,8.4,T,0
BlazBlue Central Fiction,PS4,2016.0,Fighting,0.08,85.0,7.6,T,3
Sega GT Online,XB,2003.0,Racing,0.08,72.0,9.2,T,3
Knights in the Nightmare,DS,2008.0,Role-Playing,0.08,76.0,8.6,T,0
Marvel Nemesis: Rise of the Imperfects,DS,2005.0,Fighting,0.08,34.0,6.5,E10+,2
Nano Assault,3DS,2011.0,Shooter,0.08,75.0,7.7,E10+,0
Captain America: Super Soldier,3DS,2011.0,Action,0.08,51.0,5.0,T,2
Onimusha Tactics,GBA,2003.0,Strategy,0.08,64.0,8.7,T,0
Bomberman Jetters,GC,2002.0,Puzzle,0.08,70.0,7.9,E,0
TOCA Race Driver 3,PS2,2006.0,Racing,0.08,82.0,7.2,E10+,0
Mad Dog McCree: Gunslinger Pack,Wii,2009.0,Shooter,0.08,31.0,5.0,T,2
How to Train Your Dragon 2,WiiU,2014.0,Adventure,0.08,47.0,4.9,E10+,2
Blacksite: Area 51,PS3,2007.0,Shooter,0.08,56.0,6.3,T,2
Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,0.08,73.0,7.3,E,0
Ultimate Brain Games,GBA,2003.0,Misc,0.08,80.0,8.3,E,0
Exit,PSP,2005.0,Puzzle,0.08,77.0,7.7,E,1
Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,0.08,60.0,7.8,T,3
Aliens versus Predator: Extinction,XB,2003.0,Strategy,0.08,64.0,7.7,T,1
Bejeweled 3,PC,2010.0,Puzzle,0.08,82.0,8.1,E,0
RTX Red Rock,PS2,2003.0,Shooter,0.08,49.0,5.0,T,2
FIFA Street 2,XB,2006.0,Sports,0.08,63.0,7.1,E,1
Smart Bomb,PSP,2005.0,Puzzle,0.08,45.0,5.4,E10+,2
Shining Force: Resurrection of the Dark Dragon,GBA,2004.0,Role-Playing,0.08,77.0,8.8,T,0
Shining Soul II,GBA,2003.0,Role-Playing,0.08,74.0,8.3,E,0
The Golf Club,PS4,2014.0,Sports,0.08,66.0,6.3,E,1
Hello Kitty: Roller Rescue,GC,2005.0,Action,0.08,64.0,6.8,E,0
Metal Slug Advance,GBA,2004.0,Shooter,0.08,79.0,8.3,T,0
Pac-Man World Rally,GC,2006.0,Racing,0.08,57.0,7.8,E,0
Blazing Angels: Squadrons of WWII,XB,2006.0,Simulation,0.08,69.0,6.8,T,1
God Eater Resurrection,PS4,2015.0,Action,0.08,70.0,7.8,T,3
NHL 2K7,X360,2006.0,Sports,0.08,78.0,7.9,E10+,1
Miami Nights: Singles in the City,DS,2008.0,Simulation,0.08,48.0,7.1,T,2
Shovel Knight,PS4,2015.0,Platform,0.08,90.0,7.6,E,1
Strider 2,PS,2000.0,Platform,0.08,69.0,8.1,E,0
Invizimals: The Alliance,PSV,2013.0,Action,0.08,69.0,6.8,E10+,3
Death Jr. and the Science Fair of Doom,DS,2007.0,Platform,0.08,47.0,7.5,E10+,2
Shin Megami Tensei: Digital Devil Saga 2,PS2,2005.0,Role-Playing,0.08,82.0,7.9,M,0
Pro Evolution Soccer 2013,PC,2012.0,Sports,0.08,80.0,6.9,E,1
Battleborn,PC,2016.0,Shooter,0.08,69.0,6.9,T,3
Agatha Christie: Evil Under the Sun,Wii,2008.0,Adventure,0.08,46.0,7.3,T,3
Don King Boxing,DS,2009.0,Sports,0.08,71.0,7.8,T,0
Grand Prix Challenge,PS2,2002.0,Racing,0.08,76.0,9.2,E,0
FIFA Soccer 2005,GBA,2004.0,Sports,0.08,75.0,7.8,E,0
ShellShock 2: Blood Trails,PS3,2009.0,Shooter,0.08,35.0,4.8,M,2
Mega Man Legacy Collection,PS4,2016.0,Platform,0.08,77.0,6.1,E,1
Knights Contract,PS3,2011.0,Action,0.08,51.0,6.0,M,2
NHL 06,GC,2005.0,Sports,0.08,78.0,9.3,E10+,0
State of Emergency 2,PS2,2006.0,Shooter,0.08,44.0,5.8,M,2
Fatal Frame III: The Tormented,PS2,2005.0,Action,0.08,78.0,8.9,M,3
Seven Samurai 20XX,PS2,2004.0,Action,0.08,52.0,7.0,T,3
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,0.08,65.0,5.6,E10+,2
Risen 3: Titan Lords,PS3,2014.0,Role-Playing,0.08,36.0,3.7,M,2
Tornado Outbreak,X360,2009.0,Action,0.08,62.0,8.0,E10+,3
Ninjabread Man,Wii,2007.0,Action,0.08,20.0,1.7,E,2
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,0.08,78.0,8.0,T,3
Battlefield 2,PC,2005.0,Shooter,0.08,91.0,8.4,T,0
Swingerz Golf,GC,2002.0,Sports,0.08,72.0,9.3,E,0
Titanfall 2,PC,2016.0,Shooter,0.08,85.0,8.0,M,1
Persona 4: Arena Ultimax,X360,2014.0,Fighting,0.08,85.0,7.4,T,3
Supremacy MMA,X360,2011.0,Fighting,0.08,49.0,6.2,M,2
The King of Fighters 2006,PS2,2006.0,Fighting,0.08,66.0,8.6,T,3
Nobunaga's Ambition: Rise to Power,PS2,2004.0,Strategy,0.08,70.0,8.8,T,0
FIFA Soccer 2003,GC,2002.0,Sports,0.08,86.0,7.8,E,0
Major League Baseball 2K11,PC,2011.0,Sports,0.08,74.0,5.9,E,1
The Italian Job,XB,2003.0,Racing,0.08,54.0,5.8,T,2
Smuggler's Run: Warzones,GC,2002.0,Misc,0.08,79.0,6.9,T,0
SafeCracker: The Ultimate Puzzle Adventure,Wii,2008.0,Puzzle,0.08,56.0,7.8,E,1
Warriors Orochi 3 Hyper,WiiU,2012.0,Action,0.08,64.0,7.4,T,3
NBA 10: The Inside,PSP,2009.0,Sports,0.08,69.0,3.0,E,2
PAC-MAN and the Ghostly Adventures,PS3,2013.0,Platform,0.08,51.0,3.1,E10+,2
Space Channel 5 Special Edition,PS2,2003.0,Misc,0.08,79.0,8.6,T,3
The Legend of Alon D'ar,PS2,2001.0,Role-Playing,0.08,43.0,6.7,T,2
Big Mutha Truckers,GC,2003.0,Racing,0.08,63.0,8.2,T,0
Super Robot Taisen OG Saga: Endless Frontier,DS,2008.0,Role-Playing,0.08,73.0,9.0,T,0
Sniper: Ghost Warrior 2,PC,2013.0,Shooter,0.08,52.0,5.8,M,2
Samurai Shodown Sen,X360,2009.0,Fighting,0.08,46.0,5.2,M,2
Samurai Western,PS2,2004.0,Action,0.08,58.0,7.6,M,3
Looney Tunes: Acme Arsenal,X360,2007.0,Action,0.08,40.0,6.8,E10+,2
Line Rider 2: Unbound,DS,2008.0,Puzzle,0.08,59.0,5.6,E,2
Harry Potter and the Sorcerer's Stone,GC,2003.0,Action,0.08,62.0,8.3,E,0
High Heat Major League Baseball 2004,XB,2003.0,Sports,0.08,83.0,8.4,E,1
TimeSplitters: Future Perfect,GC,2005.0,Shooter,0.08,82.0,9.1,M,0
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011.0,Strategy,0.08,80.0,7.8,M,0
Incredible Crisis,PS,1999.0,Action,0.08,80.0,7.5,T,3
The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,0.08,80.0,9.1,T,0
Ice Age 2: The Meltdown,Wii,2006.0,Platform,0.08,66.0,7.8,E10+,1
Knights Contract,X360,2011.0,Action,0.08,49.0,5.6,M,2
Hidden Invasion,PS2,2001.0,Shooter,0.08,39.0,5.8,T,2
Superman: Shadow of Apokolips,GC,2003.0,Action,0.08,66.0,7.3,E,0
Armored Core 3 Portable,PSP,2009.0,Simulation,0.08,43.0,6.7,T,2
PAC-MAN and the Ghostly Adventures,X360,2013.0,Platform,0.08,49.0,5.1,E10+,2
Batman: Dark Tomorrow,GC,2003.0,Action,0.08,29.0,3.2,T,2
Crush,PSP,2007.0,Puzzle,0.08,83.0,9.0,E10+,1
The First Templar,PC,2011.0,Action,0.08,57.0,5.8,T,2
Earth Defense Force 2017,X360,2006.0,Action,0.08,69.0,7.7,T,3
Tomb Raider: Legend,GC,2006.0,Action,0.08,78.0,7.8,T,3
RoadKill,XB,2003.0,Action,0.08,68.0,7.4,M,3
Game of Thrones,PC,2012.0,Role-Playing,0.08,58.0,6.5,M,2
From Russia With Love,PSP,2006.0,Action,0.08,61.0,6.9,T,3
Lost Dimension,PSV,2014.0,Role-Playing,0.08,72.0,8.3,T,3
Resident Evil 6,PS4,2016.0,Shooter,0.08,60.0,6.7,M,1
Assassin's Creed: Rogue,PC,2015.0,Action,0.08,74.0,7.5,M,3
Taz Wanted,GC,2002.0,Platform,0.08,61.0,7.0,E,0
Tomb Raider: Underworld,PC,2008.0,Action,0.08,80.0,7.7,T,3
Evolution Worlds,GC,2002.0,Role-Playing,0.08,63.0,8.0,E,0
Far Cry Vengeance,Wii,2006.0,Shooter,0.08,38.0,5.3,M,2
Code Lyoko: Fall of X.A.N.A.,DS,2008.0,Adventure,0.08,51.0,6.3,E,2
Worms: A Space Oddity,Wii,2008.0,Strategy,0.08,64.0,4.3,E10+,2
MLB Front Office Manager,PS3,2009.0,Sports,0.08,49.0,6.5,E,2
X Rebirth,PC,2013.0,Simulation,0.08,33.0,3.3,T,2
Song of the Deep,PS4,2016.0,Action,0.08,69.0,7.3,E,3
World Series of Poker 2008: Battle for the Bracelets,X360,2007.0,Misc,0.08,74.0,6.7,T,3
Super Monkey Ball Adventure,PSP,2006.0,Platform,0.08,56.0,5.9,E,2
Worms: Open Warfare,DS,2006.0,Strategy,0.08,64.0,7.0,E10+,0
Gadget Racers,PS2,2000.0,Racing,0.08,67.0,7.4,E,0
Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,0.08,71.0,8.2,T,0
Assassin's Creed The Ezio Collection,XOne,2016.0,Action,0.08,74.0,7.6,M,3
Ultimate Ghosts 'n Goblins,PSP,2006.0,Platform,0.08,72.0,7.7,E10+,1
Samurai Warriors 2,X360,2006.0,Action,0.08,52.0,8.7,T,3
TrackMania DS,DS,2008.0,Racing,0.08,75.0,6.9,E,0
Silent Hunter III,PC,2005.0,Simulation,0.08,90.0,7.9,T,0
Alien Syndrome,PSP,2007.0,Role-Playing,0.08,51.0,6.0,T,2
Endgame,PS2,2002.0,Shooter,0.08,57.0,6.8,T,0
The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,0.08,49.0,7.0,E,2
WWE Crush Hour,GC,2003.0,Racing,0.08,55.0,7.0,T,0
Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,0.08,91.0,7.7,M,3
NHL Hitz 20-03,GC,2002.0,Sports,0.08,82.0,8.4,E,0
C.O.P.: The Recruit,DS,2009.0,Action,0.08,55.0,7.5,T,3
Urban Reign,PS2,2005.0,Action,0.08,60.0,8.2,T,3
Soul Bubbles,DS,2008.0,Puzzle,0.08,78.0,8.0,E,0
Resident Evil 3: Nemesis,GC,2003.0,Action,0.08,62.0,8.3,M,0
All-Star Baseball 2004,GC,2003.0,Sports,0.08,80.0,9.2,E,0
Bangai-O Spirits,DS,2008.0,Shooter,0.08,83.0,8.1,E10+,0
Valentino Rossi: The Game,PS4,2016.0,Racing,0.08,75.0,8.0,E,1
Samurai Warriors Chronicles 3,3DS,2014.0,Action,0.08,63.0,6.1,T,3
Lost in Blue: Shipwrecked,Wii,2008.0,Adventure,0.08,54.0,6.0,E10+,2
Madden NFL 08,GC,2007.0,Sports,0.08,75.0,7.0,E,0
Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,0.08,71.0,7.7,E,0
Infernal: Hell's Vengeance,X360,2009.0,Shooter,0.08,35.0,5.3,M,2
Pitfall: The Lost Expedition,GC,2004.0,Platform,0.08,73.0,8.6,E,0
Duke Nukem: Land of the Babes,PS,2000.0,Shooter,0.08,37.0,6.8,M,2
Puchi Puchi Virus,DS,2007.0,Puzzle,0.08,73.0,4.2,E,2
Need For Speed: Undercover,PC,2008.0,Racing,0.08,65.0,4.9,T,2
Need for Speed: Most Wanted,PC,2012.0,Racing,0.08,82.0,8.5,T,3
Zero Escape: Zero Time Dilemma,3DS,2016.0,Adventure,0.08,81.0,8.5,M,3
