Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,User_Score,Rating,cluster
Ninja Reflex,Wii,2008.0,Action,0.12,49.0,6.0,E10+,2
Cel Damage,XB,2001.0,Racing,0.12,65.0,8.4,T,3
Supremacy MMA,PS3,2011.0,Fighting,0.12,47.0,6.5,M,2
Lunar: Dragon Song,DS,2005.0,Role-Playing,0.12,59.0,6.2,E10+,0
Breakdown,XB,2004.0,Adventure,0.12,71.0,8.2,M,3
Venetica,PS3,2010.0,Role-Playing,0.12,47.0,6.5,T,2
Looney Tunes: Sheep Raider,PS,2001.0,Platform,0.12,72.0,8.8,E,0
Geometry Wars: Galaxies,Wii,2007.0,Shooter,0.12,80.0,8.2,E,1
Conduit 2,Wii,2011.0,Shooter,0.12,64.0,7.6,T,1
Rise of the Tomb Raider,PC,2016.0,Adventure,0.12,86.0,7.9,M,3
X2: Wolverine's Revenge,GC,2003.0,Platform,0.12,62.0,6.6,T,0
Hatsune Miku: Project Diva X,PSV,2016.0,Misc,0.12,83.0,8.0,T,3
Godzilla Unleashed: Double Smash,DS,2007.0,Action,0.12,28.0,4.9,E,2
Dishonored 2,PC,2016.0,Action,0.12,86.0,6.0,M,3
NPPL: Championship Paintball 2009,X360,2008.0,Shooter,0.12,44.0,7.3,E10+,2
Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,0.12,70.0,6.7,E10+,0
WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,0.12,61.0,6.6,T,3
College Hoops 2K6,X360,2006.0,Sports,0.12,70.0,7.3,E,1
Fat Princess: Fistful of Cake,PSP,2010.0,Action,0.12,74.0,8.7,T,3
Sonic Adventure 2,DC,2001.0,Platform,0.12,89.0,8.6,E,0
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,0.12,39.0,2.1,T,2
Gladiator: Sword of Vengeance,PS2,2003.0,Action,0.12,65.0,5.8,M,2
Rodea the Sky Soldier,WiiU,2015.0,Action,0.12,45.0,6.5,E10+,2
Pinball Hall of Fame: The Williams Collection,X360,2009.0,Misc,0.12,83.0,8.3,E10+,1
Academy of Champions: Soccer,Wii,2009.0,Sports,0.12,64.0,6.8,E,1
Overlord: Raising Hell,PS3,2008.0,Action,0.12,72.0,7.7,T,3
Power Gig: Rise of the SixString,X360,2010.0,Misc,0.12,36.0,2.1,T,2
NFL Head Coach,XB,2006.0,Sports,0.12,69.0,7.1,E,1
Onimusha: Blade Warriors,PS2,2003.0,Fighting,0.12,65.0,6.9,T,3
Disney's Extreme Skate Adventure,GC,2003.0,Sports,0.12,76.0,7.6,E,0
NBA 2K2,GC,2002.0,Sports,0.12,90.0,8.0,E,0
Psychonauts,XB,2005.0,Platform,0.12,88.0,9.0,T,3
Jeremy McGrath Supercross World,GC,2002.0,Racing,0.12,36.0,5.6,E,2
Airborne Troops: Countdown to D-Day,PS2,2005.0,Shooter,0.12,39.0,8.1,T,2
The Sky Crawlers: Innocent Aces,Wii,2008.0,Simulation,0.12,74.0,7.9,T,1
nail'd,PS3,2010.0,Racing,0.12,66.0,6.2,E10+,2
Lost Magic,DS,2006.0,Role-Playing,0.12,68.0,8.2,E,0
Marvel Avengers: Battle for Earth,WiiU,2012.0,Action,0.12,50.0,5.0,T,2
Alice: Madness Returns,PC,2011.0,Adventure,0.12,75.0,8.4,M,3
Raiden IV,X360,2008.0,Shooter,0.12,63.0,7.8,E10+,1
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,0.12,75.0,7.8,M,3
Phantasy Star Universe,X360,2006.0,Role-Playing,0.12,64.0,7.4,T,1
Peggle: Dual Shot,DS,2009.0,Puzzle,0.12,84.0,8.2,E,0
Spider-Man: Edge of Time,3DS,2011.0,Action,0.12,50.0,6.4,T,2
Cruis'n,Wii,2007.0,Racing,0.12,25.0,3.7,E,2
Samurai Warriors 4-II,PS4,2015.0,Action,0.12,73.0,7.3,T,3
Castlevania: Curse of Darkness,XB,2005.0,Action,0.12,74.0,7.0,M,3
Lost Planet 3,X360,2013.0,Shooter,0.12,58.0,5.8,T,2
Battles of Prince of Persia,DS,2005.0,Strategy,0.12,64.0,7.7,E10+,0
Turok: Evolution,GBA,2002.0,Shooter,0.12,72.0,7.0,T,0
Marvel Trading Card Game,DS,2007.0,Misc,0.12,61.0,4.9,T,2
Nightshade,PS2,2003.0,Action,0.12,68.0,7.7,M,3
CSI: Crime Scene Investigation,XB,2004.0,Adventure,0.12,45.0,7.3,M,2
LEGO Batman 2: DC Super Heroes,WiiU,2013.0,Action,0.12,77.0,7.3,E10+,3
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003.0,Action,0.12,73.0,8.4,T,3
Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,0.12,55.0,8.0,M,3
Tropico 5,PC,2014.0,Simulation,0.12,75.0,7.0,T,1
Reality Fighters,PSV,2012.0,Fighting,0.12,54.0,3.8,T,2
Dragon Ball: Origins,DS,2008.0,Action,0.12,78.0,7.5,T,3
FIFA 17,PC,2016.0,Sports,0.12,84.0,4.2,E,1
Armored Core: Verdict Day,PS3,2013.0,Simulation,0.12,66.0,7.4,T,1
Lost in Shadow,Wii,2010.0,Platform,0.12,68.0,8.7,E10+,1
NHL 2K3,XB,2002.0,Sports,0.12,89.0,7.1,E,1
Die Hard: Vendetta,GC,2002.0,Shooter,0.12,54.0,7.0,M,0
F1 2002,PS2,2002.0,Racing,0.12,81.0,6.4,E,0
Every Extend Extra,PSP,2006.0,Shooter,0.12,74.0,7.3,E,1
FIFA Soccer,PSP,2005.0,Sports,0.12,73.0,7.7,E,1
Darkspore,PC,2011.0,Role-Playing,0.12,65.0,6.0,T,2
Self-Defense Training Camp,X360,2011.0,Sports,0.12,21.0,5.0,T,2
Sphinx and the Cursed Mummy,XB,2003.0,Action,0.12,79.0,9.1,T,3
GT Advance 2: Rally Racing,GBA,2001.0,Racing,0.11,77.0,6.0,E,0
Deception IV: Blood Ties,PS3,2014.0,Action,0.11,70.0,8.2,M,3
Tenchu: Shadow Assassins,PSP,2009.0,Action,0.11,68.0,7.4,M,3
Cabela's Deer Hunt 2005 Season,XB,2004.0,Sports,0.11,59.0,7.5,T,1
Dead Man's Hand,XB,2004.0,Shooter,0.11,62.0,8.1,T,1
Smash Cars,PS2,2003.0,Racing,0.11,67.0,9.0,E,0
NASCAR 07,PS2,2006.0,Racing,0.11,68.0,8.9,E,0
Tecmo Bowl: Kickoff,DS,2008.0,Sports,0.11,66.0,7.3,E,0
Lost Horizon,PC,2010.0,Adventure,0.11,77.0,7.9,T,3
Rugby 15,PS4,2015.0,Sports,0.11,19.0,3.4,E,2
Dokapon Kingdom,PS2,2007.0,Role-Playing,0.11,61.0,6.5,E10+,2
Puzzle Quest 2,DS,2010.0,Puzzle,0.11,74.0,5.8,E10+,0
Phantasy Star Collection,GBA,2002.0,Role-Playing,0.11,76.0,8.1,E,0
Disney Art Academy,3DS,2016.0,Action,0.11,72.0,6.8,E,3
A Witch's Tale,DS,2009.0,Role-Playing,0.11,50.0,6.2,E10+,2
Hyperdimension Neptunia U: Action Unleashed,PSV,2014.0,Action,0.11,71.0,6.8,T,3
Retro Game Challenge,DS,2007.0,Action,0.11,77.0,7.3,E,0
Shining Force NEO,PS2,2005.0,Role-Playing,0.11,69.0,8.1,T,0
FIFA Street 2,GC,2006.0,Sports,0.11,63.0,5.7,E,0
Fantastic Four: Rise of the Silver Surfer,X360,2007.0,Action,0.11,45.0,5.4,T,2
Monster Madness: Battle for Suburbia,X360,2007.0,Shooter,0.11,55.0,5.2,T,2
Tom Clancy's EndWar,PSP,2008.0,Strategy,0.11,68.0,5.9,T,1
NFL Head Coach 09,X360,2008.0,Sports,0.11,67.0,8.4,E,1
Blood Drive,X360,2010.0,Racing,0.11,40.0,6.5,M,2
Phantom Dust,XB,2004.0,Action,0.11,81.0,8.5,T,3
Growlanser Generations,PS2,2003.0,Role-Playing,0.11,81.0,7.7,T,0
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,0.11,54.0,8.3,E,0
Fatal Frame: Maiden of Black Water,WiiU,2014.0,Action,0.11,67.0,7.6,M,3
Prince of Persia: Rival Swords,PSP,2007.0,Action,0.11,74.0,8.2,T,3
Cold Winter,PS2,2005.0,Shooter,0.11,73.0,8.2,M,0
Ring of Red,PS2,2000.0,Strategy,0.11,82.0,8.7,T,0
Stubbs the Zombie in Rebel Without a Pulse,XB,2005.0,Action,0.11,75.0,8.1,M,3
Batman: Dark Tomorrow,XB,2003.0,Action,0.11,25.0,3.6,T,2
Ping Pals,DS,2004.0,Misc,0.11,28.0,3.9,E,2
MLB 13: The Show,PSV,2013.0,Sports,0.11,75.0,7.5,E,1
18 Wheeler: American Pro Trucker,GC,2002.0,Racing,0.11,52.0,6.8,E,0
Split/Second,PSP,2010.0,Racing,0.11,63.0,6.7,E10+,1
Warhammer: Battle March,X360,2008.0,Strategy,0.11,55.0,6.7,M,1
Batman: Rise of Sin Tzu,XB,2003.0,Action,0.11,67.0,7.7,T,3
The King of Fighters XII,X360,2009.0,Fighting,0.11,63.0,4.2,T,2
Spy vs Spy,XB,2005.0,Action,0.11,53.0,8.0,T,3
Coraline,PS2,2009.0,Action,0.11,39.0,2.0,E10+,2
Cold Fear,PS2,2005.0,Action,0.11,68.0,7.7,M,3
Zubo,DS,2008.0,Misc,0.11,75.0,7.6,E10+,0
NHL Hitz 20-03,XB,2002.0,Sports,0.11,81.0,8.5,E,1
Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,0.11,48.0,7.5,T,2
Gun Metal,XB,2002.0,Shooter,0.11,63.0,7.6,T,1
BloodRayne,GC,2002.0,Shooter,0.11,73.0,8.5,M,0
ECW Anarchy Rulz,PS,1999.0,Fighting,0.11,43.0,6.3,E,2
InuYasha: A Feudal Fairy Tale,PS,2002.0,Fighting,0.11,69.0,9.0,T,0
Where the Wild Things Are,X360,2009.0,Platform,0.11,51.0,5.4,E10+,2
TMNT,PSP,2007.0,Action,0.11,37.0,4.1,E10+,2
Sabrina The Teenage Witch: Potion Commotion,GBA,2002.0,Action,0.11,63.0,2.8,E,2
MLB Power Pros,PS2,2007.0,Sports,0.11,80.0,8.8,E,0
Dementium II,DS,2010.0,Shooter,0.11,75.0,8.3,M,0
GoldenEye: Rogue Agent,DS,2005.0,Shooter,0.11,58.0,7.5,T,0
BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,0.11,82.0,7.8,T,3
AirForce Delta Strike,PS2,2004.0,Simulation,0.11,66.0,7.0,T,0
Pimp My Ride,Wii,2008.0,Racing,0.11,26.0,3.8,T,2
Capcom vs. SNK 2 EO,GC,2002.0,Fighting,0.11,68.0,8.9,T,0
Hot Wheels Velocity X,GC,2002.0,Racing,0.11,55.0,6.4,E,0
Open Season,X360,2006.0,Platform,0.11,59.0,7.3,E10+,1
de Blob 2,DS,2011.0,Platform,0.11,75.0,8.2,E,0
Call of Juarez: The Cartel,PC,2011.0,Shooter,0.11,51.0,3.3,M,2
Space Chimps,X360,2008.0,Platform,0.11,57.0,5.3,E10+,2
FIFA Soccer 06,PSP,2005.0,Sports,0.11,77.0,7.7,E,1
JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,0.11,41.0,3.1,T,2
Digimon Story: Cyber Sleuth,PS4,2016.0,Role-Playing,0.11,75.0,8.5,T,3
Cloudy With a Chance of Meatballs,Wii,2009.0,Platform,0.11,68.0,5.3,E,2
The Settlers,DS,2007.0,Action,0.11,39.0,5.6,E,2
Stronghold,PC,2001.0,Strategy,0.11,81.0,8.9,T,0
Ridge Racer Unbounded,X360,2012.0,Racing,0.11,71.0,7.7,T,3
Mortal Kombat: Deception,GC,2005.0,Fighting,0.11,77.0,8.9,M,0
ESPN NHL Hockey,XB,2003.0,Sports,0.11,88.0,8.4,E,1
John Daly's ProStroke Golf,PS3,2010.0,Sports,0.11,58.0,4.1,E,2
XXX,GBA,2002.0,Action,0.11,50.0,5.0,E,2
Truth or Lies,X360,2010.0,Misc,0.11,28.0,5.2,T,2
Worms Forts: Under Siege,PS2,2004.0,Strategy,0.11,63.0,8.0,T,0
Project: Snowblind,XB,2005.0,Action,0.11,79.0,7.0,T,3
Astro Boy: The Video Game,PS2,2009.0,Action,0.11,56.0,5.0,E10+,2
Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,0.11,62.0,7.4,E,0
Cake Mania,DS,2007.0,Puzzle,0.11,55.0,6.1,E,2
Disney's Extreme Skate Adventure,XB,2003.0,Sports,0.11,76.0,8.3,E,1
Odama,GC,2006.0,Misc,0.11,62.0,8.0,E10+,0
Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,0.11,70.0,7.0,E,1
Naval Ops: Warship Gunner,PS2,2003.0,Simulation,0.11,67.0,8.9,T,0
Bionicle Heroes,GC,2006.0,Shooter,0.11,51.0,5.2,E10+,2
The King of Fighters 2000/2001,PS2,2003.0,Fighting,0.11,71.0,8.6,T,3
Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,0.11,72.0,8.5,M,3
Bodycount,PS3,2011.0,Shooter,0.11,50.0,3.5,M,2
Ninja Assault,PS2,2002.0,Shooter,0.11,60.0,5.3,T,2
Samurai Warriors 4,PSV,2014.0,Action,0.11,76.0,8.6,T,3
Alias,PS2,2004.0,Action,0.11,64.0,8.0,T,3
Calling,Wii,2009.0,Adventure,0.11,49.0,6.7,T,3
Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,0.11,50.0,7.1,E10+,2
Spyborgs,Wii,2009.0,Action,0.11,66.0,6.3,T,3
NHL Rivals 2004,XB,2003.0,Sports,0.11,65.0,8.8,E,1
Bodycount,X360,2011.0,Shooter,0.11,53.0,4.7,M,2
Avatar: The Last Airbender,PSP,2006.0,Adventure,0.11,57.0,6.3,E10+,2
Death Jr.: Root of Evil,Wii,2008.0,Platform,0.11,71.0,8.1,T,3
Michael Phelps: Push the Limit,X360,2011.0,Sports,0.11,48.0,3.5,E,2
Lost in Blue,DS,2005.0,Adventure,0.11,69.0,7.8,E10+,0
Batman: Return to Arkham,XOne,2016.0,Action,0.11,77.0,8.2,T,3
Constantine,PS2,2005.0,Action,0.11,58.0,7.4,M,3
Charlie and the Chocolate Factory,XB,2005.0,Adventure,0.11,39.0,0.5,E,2
Dynasty Tactics 2,PS2,2003.0,Strategy,0.11,78.0,9.1,T,0
Real World Golf,PS2,2005.0,Sports,0.11,73.0,6.3,E,0
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,0.11,69.0,8.8,E,1
Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,0.11,83.0,7.5,T,3
Mushroom Men: Rise of the Fungi,DS,2008.0,Action,0.11,45.0,7.3,E,2
The Polar Express,GC,2004.0,Adventure,0.11,40.0,4.7,E,2
BMX XXX,XB,2002.0,Sports,0.11,58.0,7.8,M,1
Frogger: Helmet Chaos,PSP,2005.0,Platform,0.11,66.0,6.4,E,2
Pimp My Ride,X360,2006.0,Racing,0.11,38.0,3.8,T,2
RIGS: Mechanized Combat League,PS4,2016.0,Action,0.11,79.0,7.9,T,3
Hellboy: The Science of Evil,X360,2008.0,Action,0.11,44.0,5.7,T,2
NBA Live 16,XOne,2015.0,Sports,0.11,60.0,5.6,E,1
Sonic Generations,PC,2011.0,Platform,0.11,77.0,8.3,E,0
Astro Boy: The Video Game,Wii,2009.0,Action,0.11,48.0,3.5,E10+,2
[Prototype 2],PC,2012.0,Action,0.11,76.0,6.4,M,3
Cabela's North American Adventures,X360,2010.0,Sports,0.11,51.0,9.0,T,1
Rengoku: The Tower of Purgatory,PSP,2005.0,Action,0.11,43.0,5.6,M,2
Bust-A-Move DS,DS,2005.0,Puzzle,0.11,75.0,7.0,E,0
God Eater 2: Rage Burst,PS4,2015.0,Role-Playing,0.11,69.0,8.0,T,3
BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,0.11,64.0,6.1,T,3
Mega Man Zero 4,GBA,2005.0,Platform,0.11,77.0,9.1,E,0
NASCAR '14,PS3,2014.0,Racing,0.11,67.0,4.6,E,2
Where the Wild Things Are,PS3,2009.0,Platform,0.11,53.0,4.8,E10+,2
DJ Max Fever,PSP,2009.0,Misc,0.11,77.0,6.5,T,3
Shrek: Forever After,X360,2010.0,Platform,0.11,62.0,6.2,E10+,1
Dawn of Discovery,DS,2009.0,Simulation,0.11,82.0,7.3,E,0
Pro Evolution Soccer 2016,XOne,2015.0,Sports,0.11,85.0,6.2,E,1
Tiger Woods PGA Tour 06,GC,2005.0,Sports,0.11,82.0,4.8,E,0
ArmA III,PC,2013.0,Shooter,0.11,74.0,7.4,M,1
FIFA World Cup Germany 2006,PSP,2006.0,Sports,0.11,72.0,7.3,E,1
Reign of Fire,GC,2002.0,Shooter,0.11,54.0,5.9,T,2
MLB 14: The Show,PSV,2014.0,Sports,0.11,68.0,7.0,E,1
Rogue Warrior,X360,2009.0,Shooter,0.11,28.0,2.8,M,2
Mace Griffin: Bounty Hunter,XB,2003.0,Shooter,0.11,64.0,8.2,M,1
Martian Gothic: Unification,PS,2001.0,Adventure,0.11,64.0,6.1,M,2
Fight Club,XB,2004.0,Fighting,0.11,37.0,4.7,M,2
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,0.11,83.0,5.2,M,3
FlatOut: Ultimate Carnage,X360,2007.0,Racing,0.11,80.0,8.8,T,3
Digimon Digital Card Battle,PS,1999.0,Strategy,0.11,51.0,9.0,T,0
Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,0.11,66.0,7.5,T,3
Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,0.11,75.0,7.8,T,3
Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,0.11,54.0,7.1,T,3
Dead to Rights II,XB,2005.0,Shooter,0.11,54.0,7.4,M,1
Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,0.11,60.0,6.5,E10+,3
Trauma Center: Under the Knife 2,DS,2008.0,Simulation,0.11,79.0,8.5,T,0
SimCity 2000,GBA,2003.0,Simulation,0.11,62.0,7.8,E,0
X-Men: The Official Game,DS,2006.0,Action,0.1,50.0,7.8,E10+,0
"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,0.1,75.0,7.3,T,1
Mind Zero,PSV,2013.0,Role-Playing,0.1,59.0,6.0,T,2
Rocky Balboa,PSP,2007.0,Sports,0.1,58.0,6.6,T,1
Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,0.1,24.0,4.1,T,2
Top Spin,PS2,2005.0,Sports,0.1,67.0,7.8,E,0
Family Feud: 2012 Edition,X360,2011.0,Misc,0.1,47.0,5.3,E10+,2
UFC: Tapout 2,XB,2003.0,Fighting,0.1,66.0,7.3,T,3
The Book of Unwritten Tales,PC,2009.0,Adventure,0.1,82.0,8.2,T,3
The Godfather: Mob Wars,PSP,2006.0,Action,0.1,59.0,7.9,M,3
Vexx,XB,2003.0,Platform,0.1,70.0,8.5,T,3
F1 Career Challenge,PS2,2003.0,Racing,0.1,70.0,7.7,E,0
Pariah,XB,2005.0,Action,0.1,70.0,7.4,M,3
Metal Slug 3,XB,2004.0,Shooter,0.1,76.0,5.1,T,1
Sacred 3,PS3,2014.0,Role-Playing,0.1,56.0,3.4,M,2
Winning Eleven: Pro Evolution Soccer 2007,X360,2006.0,Sports,0.1,79.0,6.5,E,1
Banjo-Pilot,GBA,2005.0,Racing,0.1,68.0,5.9,E,0
Gallop Racer 2006,PS2,2005.0,Sports,0.1,69.0,8.3,E,0
Wasteland 2,PC,2015.0,Role-Playing,0.1,81.0,7.3,M,1
The First Templar,X360,2011.0,Action,0.1,52.0,6.3,T,3
Patapon 2,PSP,2008.0,Misc,0.1,81.0,8.3,E,1
Frogger: Ancient Shadow,PS2,2005.0,Platform,0.1,54.0,4.0,E,2
Princess Debut,DS,2008.0,Misc,0.1,71.0,7.4,E,0
Pro Evolution Soccer 2014,PC,2013.0,Action,0.1,74.0,4.4,E,2
Metal Arms: Glitch in the System,GC,2003.0,Shooter,0.1,83.0,9.3,T,0
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,0.1,81.0,8.5,M,3
Escape From Monkey Island,PS2,2001.0,Adventure,0.1,84.0,8.2,T,3
The Lord of the Rings: Conquest,DS,2009.0,Action,0.1,61.0,7.8,E10+,3
Gretzky NHL,PSP,2005.0,Sports,0.1,61.0,7.4,E,1
Dropship: United Peace Force,PS2,2002.0,Simulation,0.1,78.0,8.6,T,0
Road Rash: Jailbreak,GBA,2003.0,Racing,0.1,78.0,9.3,T,0
Syberia,XB,2003.0,Action,0.1,72.0,7.0,T,3
Thrillville: Off the Rails,PSP,2007.0,Strategy,0.1,72.0,0.6,E10+,2
Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,0.1,66.0,6.0,E,2
G1 Jockey 3,PS2,2002.0,Sports,0.1,71.0,9.0,E,0
Exit DS,DS,2008.0,Puzzle,0.1,64.0,6.7,E,0
Riviera: The Promised Land,GBA,2004.0,Role-Playing,0.1,76.0,9.2,T,0
Blades of Time,X360,2012.0,Action,0.1,52.0,6.5,M,3
Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,0.1,73.0,7.9,T,3
Bujingai: The Forsaken City,PS2,2003.0,Fighting,0.1,72.0,7.5,T,3
Universe at War: Earth Assault,X360,2008.0,Action,0.1,66.0,8.3,T,3
Death By Degrees,PS2,2005.0,Action,0.1,51.0,6.2,M,2
Rome: Total War,PC,2004.0,Strategy,0.1,92.0,9.1,T,0
Doom 3,PC,2004.0,Shooter,0.1,87.0,7.6,M,0
Ride,XOne,2015.0,Racing,0.1,54.0,5.3,E,2
NASCAR The Game: Inside Line,X360,2012.0,Racing,0.1,72.0,3.4,E,2
JU-ON: The Grudge,Wii,2009.0,Action,0.1,39.0,5.6,M,2
Colin McRae Rally 04,XB,2004.0,Racing,0.1,84.0,8.1,E,1
FIFA Street,XB,2005.0,Sports,0.1,60.0,8.0,E,1
The Sims 4: City Living,PC,2016.0,Simulation,0.1,77.0,5.7,T,1
Hot Wheels: Stunt Track Challenge,XB,2004.0,Racing,0.1,63.0,6.2,E,1
Blitz: The League II,X360,2008.0,Sports,0.1,68.0,7.2,M,1
Miami Law,DS,2009.0,Adventure,0.1,56.0,8.8,T,3
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,0.1,80.0,8.7,T,3
Hunter: The Reckoning,GC,2002.0,Action,0.1,70.0,7.6,M,0
Baten Kaitos Origins,GC,2006.0,Role-Playing,0.1,75.0,8.9,T,0
E·O·E: Eve of Extinction,PS2,2002.0,Fighting,0.1,57.0,7.2,T,3
NHL 2004,GC,2003.0,Sports,0.1,85.0,8.4,E,0
Surf's Up,X360,2007.0,Sports,0.1,61.0,6.1,E10+,1
X-Men: The Official Game,XB,2006.0,Action,0.1,53.0,8.1,T,3
RLH: Run Like Hell,PS2,2002.0,Shooter,0.1,58.0,8.2,M,0
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013.0,Puzzle,0.1,71.0,6.3,E10+,1
The Ant Bully,PS2,2006.0,Platform,0.1,52.0,4.2,E10+,2
Conflict: Global Terror,XB,2005.0,Shooter,0.1,62.0,7.9,M,1
Monster Rancher EVO,PS2,2005.0,Role-Playing,0.1,58.0,6.8,E10+,0
Terraria,PSV,2013.0,Action,0.1,85.0,7.8,T,3
The Whispered World,PC,2009.0,Adventure,0.1,70.0,7.6,E,3
Agatha Christie: The ABC Murders,DS,2009.0,Adventure,0.1,53.0,6.5,T,2
Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,0.1,65.0,7.0,E10+,1
Beach Spikers: Virtua Beach Volleyball,GC,2002.0,Sports,0.1,76.0,8.1,E,0
Draglade,DS,2007.0,Fighting,0.1,71.0,7.5,E10+,0
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013.0,Puzzle,0.1,68.0,6.2,E10+,0
Jade Cocoon 2,PS2,2001.0,Role-Playing,0.1,76.0,7.8,T,0
Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,0.1,41.0,5.3,E10+,2
Van Helsing,GBA,2004.0,Action,0.1,33.0,6.3,T,2
Bee Movie Game,PS2,2007.0,Action,0.1,65.0,7.5,E,3
Resident Evil: Revelations 2,PSV,2015.0,Action,0.1,65.0,7.8,M,3
Kelly Slater's Pro Surfer,XB,2002.0,Sports,0.1,80.0,8.0,E,1
NFL Tour,X360,2008.0,Sports,0.1,49.0,3.1,E,2
Harry Potter and the Deathly Hallows - Part 1,PC,2010.0,Action,0.1,37.0,4.1,T,2
Sudoku Mania,DS,2006.0,Puzzle,0.1,25.0,3.5,E,2
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005.0,Platform,0.1,49.0,8.0,E10+,0
Resident Evil: Revelations 2,XOne,2015.0,Action,0.1,75.0,7.5,M,3
The Bard's Tale,XB,2004.0,Role-Playing,0.1,75.0,8.8,T,1
Alien Hominid,PS2,2004.0,Shooter,0.1,78.0,8.3,T,0
Myst,DS,2007.0,Adventure,0.1,43.0,3.5,E,2
nail'd,X360,2010.0,Racing,0.1,64.0,7.1,E10+,1
Tom Clancy's Splinter Cell,GBA,2003.0,Action,0.1,77.0,8.6,T,3
Bullet Witch,X360,2006.0,Shooter,0.1,55.0,6.1,M,2
Spider-Man: Web of Shadows,DS,2008.0,Action,0.1,77.0,7.5,E10+,0
Pinball Hall of Fame: The Williams Collection,3DS,2011.0,Misc,0.1,67.0,7.3,E10+,0
Rolling Stone: Drum King,Wii,2009.0,Misc,0.1,32.0,1.8,T,2
NBA Ballers: Rebound,PSP,2006.0,Sports,0.1,69.0,7.7,E,1
Silent Scope Complete,XB,2004.0,Shooter,0.1,69.0,7.4,M,1
King's Field: The Ancient City,PS2,2001.0,Role-Playing,0.1,60.0,8.5,T,0
Leisure Suit Larry: Box Office Bust,PS3,2009.0,Adventure,0.1,17.0,1.7,M,2
Indigo Prophecy,XB,2005.0,Adventure,0.1,84.0,7.7,M,3
Sneakers,XB,2002.0,Puzzle,0.1,28.0,4.6,E,2
NHL 2K6,X360,2005.0,Sports,0.1,75.0,6.1,E10+,1
X-Men: Destiny,Wii,2011.0,Action,0.1,36.0,4.5,T,2
College Hoops 2K6,XB,2005.0,Sports,0.1,82.0,9.2,E,1
Contact,DS,2006.0,Role-Playing,0.1,73.0,8.2,E10+,0
Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,0.1,62.0,8.0,T,3
Predator: Concrete Jungle,XB,2005.0,Action,0.1,46.0,8.0,M,3
Opoona,Wii,2007.0,Role-Playing,0.1,65.0,7.7,E10+,1
Universal Studios Theme Parks Adventure,GC,2001.0,Misc,0.1,39.0,2.9,T,2
Steins;Gate,PSV,2013.0,Adventure,0.1,83.0,9.2,M,3
Rocky: Legends,XB,2004.0,Action,0.1,67.0,5.2,T,3
Star Trek: Shattered Universe,PS2,2004.0,Simulation,0.1,42.0,8.3,E,0
Ultra Street Fighter IV,PS4,2015.0,Fighting,0.1,71.0,5.9,T,3
EVE: Valkyrie,PS4,2016.0,Shooter,0.1,73.0,6.3,T,1
Dragon Ball: Evolution,PSP,2009.0,Fighting,0.1,28.0,0.9,T,2
The Crew: Wild Run,PS4,2015.0,Action,0.1,73.0,6.8,T,3
Natural Doctrine,PS4,2014.0,Role-Playing,0.1,53.0,6.0,M,2
NeverDead,X360,2012.0,Shooter,0.1,52.0,5.5,M,2
MotoGP 07,PS2,2007.0,Racing,0.1,62.0,9.1,E,0
Blades of Time,PS3,2012.0,Action,0.1,53.0,7.2,M,3
Thor: God of Thunder,3DS,2011.0,Action,0.1,55.0,4.2,T,2
Cubic Ninja,3DS,2011.0,Platform,0.1,51.0,5.9,E,2
